market,period,product_id,market_share,calories,organic,price,out_share,logit_dv,num,avg_price,NCompet,avg_calories,NOrganic,NOrganic2,min_dist_col,market_id
2,2,2,.041632786,1.6,1,1.98,.33712798,-2.0915747,3,2.04,11,1.8509091,5,5,1.59,7
2,2,3,.17303626,1.98,0,1.3099999,.33712798,-.66696143,3,1.4000001,11,1.8163637,5,0,1.97,7
2,2,6,.043096438,2,0,1.34,.33712798,-2.0570223,1,,11,1.8145455,5,0,1.98,7
2,2,7,.026671004,1.61,1,1.79,.33712798,-2.5368857,2,1.9400001,11,1.85,5,5,1.6,7
2,2,8,.029110424,2.04,0,1.1,.33712798,-2.4493663,2,1.1899999,11,1.8109092,5,0,2,7
2,2,11,.17043422,1.59,1,1.87,.33712798,-.68211323,2,1.9,11,1.8518182,5,5,1.6,7
2,2,12,.019677997,2.1600001,0,1.29,.33712798,-2.8409615,1,,11,1.8000001,5,0,2.04,7
2,2,13,.05317938,1.95,0,1.33,.33712798,-1.8467919,2,1.2699999,11,1.819091,5,0,1.97,7
2,2,14,.0094324276,1.62,1,2.0599999,.33712798,-3.5763092,3,2.2750001,11,1.8490909,5,5,1.61,7
2,2,16,.010408196,1.97,0,1.28,.33712798,-3.477869,2,1.3500001,11,1.8172728,5,0,1.98,7
2,2,17,.06716539,1.55,1,1.59,.33712798,-1.6133045,2,1.61,11,1.8554546,5,5,1.59,7
2,2,19,.019027485,1.89,0,1.47,.33712798,-2.8745782,1,,11,1.8245455,5,0,1.95,7
3,2,2,.17275034,1.6,1,2.0799999,.5420652,-1.1435388,3,1.99,4,2.0050001,1,1,1.95,8
3,2,5,.057583448,1.95,0,1.1799999,.5420652,-2.242151,1,,4,1.9175,1,0,1.98,8
3,2,15,.01776303,2.01,0,1.35,.5420652,-3.418267,3,1.4650002,4,1.9025,1,0,1.98,8
3,2,18,.041967597,1.98,0,1.5,.5420652,-2.5584884,2,1.49,4,1.9100001,1,0,1.95,8
3,2,20,.16787039,2.0799999,0,1.12,.5420652,-1.1721941,3,1.125,4,1.885,1,0,2.01,8
4,2,2,.065805092,1.6,1,2,.54305685,-2.1105168,3,2.03,7,1.8357142,4,4,1.59,9
4,2,3,.032572862,1.98,0,1.3200001,.54305685,-2.8137345,3,1.395,7,1.7814286,4,0,2,9
4,2,7,.024396677,1.61,1,1.9400001,.54305685,-3.102767,2,1.79,7,1.8342857,4,4,1.6,9
4,2,8,.031913493,2.04,0,1.1900001,.54305685,-2.8341851,2,1.0999999,7,1.7728571,4,0,2,9
4,2,9,.091784254,2,0,1.26,.54305685,-1.7777733,1,,7,1.7785714,4,0,1.98,9
4,2,11,.013187393,1.59,1,1.9,.54305685,-3.7179527,2,1.87,7,1.8371428,4,4,1.6,9
4,2,17,.088751152,1.55,1,1.61,.54305685,-1.8113776,2,1.59,7,1.8428571,4,4,1.59,9
4,2,20,.10853224,2.0799999,0,1.24,.54305685,-1.6101667,3,1.0650001,7,1.7671429,4,0,2.04,9
5,2,1,.057212416,1.61,1,1.8200001,.49665248,-2.1611197,1,,6,1.875,3,3,1.62,10
5,2,3,.23773585,1.98,0,1.48,.49665248,-.73673034,3,1.3150001,6,1.8133333,3,0,1.98,10
5,2,4,.012781497,1.71,1,1.87,.49665248,-3.6598921,2,1.9900001,6,1.8583333,3,3,1.62,10
5,2,13,.034327451,1.95,0,1.27,.49665248,-2.6719451,2,1.3299999,6,1.8183333,3,0,1.98,10
5,2,14,.10030432,1.62,1,2.3099999,.49665248,-1.5996817,3,2.1500001,6,1.8733333,3,3,1.61,10
5,2,15,.032136336,2.01,0,1.35,.49665248,-2.7379031,3,1.4650002,6,1.8083333,3,0,1.98,10
5,2,18,.028849665,1.98,0,1.49,.49665248,-2.8457921,2,1.5,6,1.8133333,3,0,1.98,10
1,3,3,.097708896,1.98,0,1.1799999,.40588498,-1.4240773,4,1.1999999,8,1.89375,2,0,1.97,11
1,3,5,.011455526,1.95,0,1.28,.40588498,-3.5675976,3,1.3149999,8,1.8974999,2,0,1.97,11
1,3,6,.01954178,2,0,1.47,.40588498,-3.0335152,4,1.4433334,8,1.89125,2,0,1.98,11
1,3,8,.28885895,2.04,0,1.1900001,.40588498,-.34013131,2,1.0799999,8,1.88625,2,0,2,11
1,3,11,.022686433,1.59,1,2.01,.40588498,-2.8843029,3,2.0149999,8,1.9425,2,2,1.55,11
1,3,12,.004941599,2.1600001,0,1.29,.40588498,-4.408381,3,1.3349999,8,1.8712499,2,0,2.04,11
1,3,16,.022461815,1.97,0,1.38,.40588498,-2.894253,3,1.33,8,1.895,2,0,1.98,11
1,3,17,.11477987,1.55,1,1.91,.40588498,-1.2630537,2,1.9,8,1.9475,2,2,1.59,11
1,3,19,.011680144,1.89,0,1.49,.40588498,-3.5481796,4,1.5400001,8,1.905,2,0,1.95,11
2,3,1,.040819645,1.61,1,1.79,.3446089,-2.1332467,2,2.04,11,1.8909092,4,4,1.61,12
2,3,3,.03529029,1.98,0,1.16,.3446089,-2.2788024,4,1.2066666,11,1.8572727,4,0,1.98,12
2,3,4,.055456173,1.71,1,1.95,.3446089,-1.8268172,2,1.96,11,1.8818183,4,4,1.61,12
2,3,5,.015937552,1.95,0,1.27,.3446089,-3.0737321,3,1.3199999,11,1.86,4,0,1.97,12
2,3,6,.0084566604,2,0,1.4400001,.3446089,-3.7074559,4,1.4533334,11,1.8554546,4,0,1.98,12
2,3,7,.10652138,1.61,1,1.76,.3446089,-1.1740644,4,1.7933333,11,1.8909092,4,4,1.61,12
2,3,8,.078549355,2.04,0,1.08,.3446089,-1.478683,2,1.1899999,11,1.8518182,4,0,2,12
2,3,11,.1083103,1.59,1,2.05,.3446089,-1.1574099,3,1.995,11,1.8927274,4,4,1.61,12
2,3,16,.16376646,1.97,0,1.34,.3446089,-.74396878,3,1.35,11,1.8581818,4,0,1.98,12
2,3,18,.0081314025,1.98,0,1.36,.3446089,-3.7466767,4,1.4166667,11,1.8572727,4,0,1.98,12
2,3,19,.029760936,1.89,0,1.45,.3446089,-2.4492135,4,1.5533334,11,1.8654547,4,0,1.95,12
2,3,20,.0043909582,2.0799999,0,1.26,.3446089,-4.3628626,1,,11,1.8481818,4,0,2.04,12
3,3,3,.010540699,1.98,0,1.23,.40366971,-3.6453531,4,1.1833333,9,1.8622223,3,0,1.98,13
3,3,4,.069685727,1.71,1,1.96,.40366971,-1.7566015,2,1.95,9,1.8922223,3,3,1.61,13
3,3,5,.21725552,1.95,0,1.36,.40366971,-.61952287,3,1.2749999,9,1.8655556,3,0,1.95,13
3,3,6,.0050751511,2,0,1.45,.40366971,-4.3762407,4,1.45,9,1.8600001,3,0,2,13
3,3,7,.0046847551,1.61,1,1.8,.40366971,-4.4562836,4,1.78,9,1.9033334,3,3,1.55,13
3,3,9,.014444661,2,0,1.42,.40366971,-3.3302722,3,1.325,9,1.8600001,3,0,2,13
3,3,13,.018348625,1.95,0,1.26,.40366971,-3.0910423,1,,9,1.8655556,3,0,1.95,13
3,3,15,.028694125,2.01,0,1.28,.40366971,-2.6439047,3,1.29,9,1.858889,3,0,2,13
3,3,17,.033769276,1.55,1,1.9,.40366971,-2.4810457,2,1.91,9,1.9100001,3,3,1.61,13
3,3,18,.19383174,1.98,0,1.49,.40366971,-.73360652,4,1.3733333,9,1.8622223,3,0,1.98,13
4,3,3,.094817355,1.98,0,1.21,.44744825,-1.5516084,4,1.1899999,9,1.87,3,0,1.98,14
4,3,7,.056046419,1.61,1,1.87,.44744825,-2.0773807,4,1.7566667,9,1.9111111,3,3,1.62,14
4,3,9,.013187393,2,0,1.3200001,.44744825,-3.5242996,3,1.375,9,1.8677778,3,0,2.01,14
4,3,11,.012923645,1.59,1,1.98,.44744825,-3.5445023,3,2.03,9,1.9133334,3,3,1.61,14
4,3,12,.011604906,2.1600001,0,1.26,.44744825,-3.652133,3,1.3499999,9,1.85,3,0,2.01,14
4,3,14,.0065936958,1.62,1,2.1800001,.44744825,-4.2174468,1,,9,1.9100001,3,3,1.61,14
4,3,15,.11908216,2.01,0,1.3099999,.44744825,-1.3237473,3,1.275,9,1.8666667,3,0,2,14
4,3,16,.064354479,1.97,0,1.3200001,.44744825,-1.9391544,3,1.36,9,1.8711112,3,0,1.98,14
4,3,18,.04734274,1.98,0,1.39,.44744825,-2.2461474,4,1.4066668,9,1.87,3,0,1.98,14
4,3,19,.12659897,1.89,0,1.67,.44744825,-1.2625365,4,1.48,9,1.88,3,0,1.97,14
5,3,1,.21716373,1.61,1,2.04,.50200856,-.83796561,2,1.79,7,1.95,2,2,1.61,15
5,3,6,.0054777851,2,0,1.4400001,.50200856,-4.5179162,4,1.4533334,7,1.8942858,2,0,2,15
5,3,7,.042726718,1.61,1,1.71,.50200856,-2.4637928,4,1.8099999,7,1.95,2,2,1.61,15
5,3,9,.06962873,2,0,1.33,.50200856,-1.9754399,3,1.37,7,1.8942858,2,0,2,15
5,3,12,.075715154,2.1600001,0,1.41,.50200856,-1.8916389,3,1.2749999,7,1.8714286,2,0,2.01,15
5,3,15,.023128424,2.01,0,1.27,.50200856,-3.0775549,3,1.295,7,1.8928572,2,0,2,15
5,3,18,.045526475,1.98,0,1.37,.50200856,-2.4003232,4,1.4133334,7,1.8971429,2,0,2,15
5,3,19,.018624468,1.89,0,1.5,.50200856,-3.2941411,4,1.5366668,7,1.9100001,2,0,1.98,15
1,4,1,.14240791,1.61,1,1.98,.56109613,-1.3711967,2,2,7,1.8171428,5,5,1.61,16
1,4,4,.0092093442,1.71,1,2.1400001,.56109613,-4.1096735,3,1.9699999,7,1.8028572,5,5,1.62,16
1,4,5,.034366578,1.95,0,1.3099999,.56109613,-2.7928078,5,1.295,7,1.7685714,5,0,2.0799999,16
1,4,7,.031446543,1.61,1,1.8099999,.56109613,-2.8816032,4,1.9066666,7,1.8171428,5,5,1.61,16
1,4,11,.090970352,1.59,1,1.9,.56109613,-1.8193586,2,1.9899999,7,1.8199999,5,5,1.61,16
1,4,12,.056603774,2.1600001,0,1.52,.56109613,-2.2938166,2,1.47,7,1.7385714,5,0,2.0799999,16
1,4,14,.018643307,1.62,1,2.01,.56109613,-3.4044051,2,2.0899999,7,1.8157142,5,5,1.61,16
1,4,20,.055256065,2.0799999,0,1.38,.56109613,-2.3179142,4,1.42,7,1.75,5,0,2.1600001,16
2,4,2,.0043909582,1.6,1,2.02,.51325417,-4.7612238,4,2.0999999,10,1.9299999,3,3,1.61,17
2,4,3,.13124084,1.98,0,1.22,.51325417,-1.363737,2,1.02,10,1.892,3,0,1.97,17
2,4,4,.008944544,1.71,1,2.0599999,.51325417,-4.0497274,3,2.01,10,1.9189999,3,3,1.61,17
2,4,5,.032200359,1.95,0,1.36,.51325417,-2.7687936,5,1.2825,10,1.895,3,0,1.95,17
2,4,6,.01935274,2,0,1.4400001,.51325417,-3.2779372,1,,10,1.89,3,0,2.01,17
2,4,7,.049113676,1.61,1,1.91,.51325417,-2.3466337,4,1.8733332,10,1.929,3,3,1.6,17
2,4,8,.13628232,2.04,0,1.1900001,.51325417,-1.3260425,3,1.1099999,10,1.8859999,3,0,2.01,17
2,4,13,.036103431,1.95,0,1.24,.51325417,-2.6543832,4,1.33,10,1.895,3,0,1.95,17
2,4,15,.017889088,2.01,0,1.3099999,.51325417,-3.3565803,2,1.23,10,1.8889999,3,0,2,17
2,4,16,.037567083,1.97,0,1.25,.51325417,-2.6146429,3,1.245,10,1.893,3,0,1.98,17
2,4,20,.013660758,2.0799999,0,1.41,.51325417,-3.6262438,4,1.41,10,1.882,3,0,2.04,17
3,4,2,.03552606,1.6,1,2.0999999,.46066761,-2.5624104,4,2.0733333,8,1.9625001,2,2,1.61,18
3,4,3,.14073785,1.98,0,1.02,.46066761,-1.1857779,2,1.22,8,1.9150001,2,0,2,18
3,4,5,.090376735,1.95,0,1.26,.46066761,-1.6286899,5,1.3075,8,1.91875,2,0,1.95,18
3,4,7,.06031622,1.61,1,1.86,.46066761,-2.0330758,4,1.8899999,8,1.9612501,2,2,1.6,18
3,4,8,.07925044,2.04,0,1.14,.46066761,-1.7600638,3,1.135,8,1.9075,2,0,2.01,18
3,4,9,.060706615,2,0,1.42,.46066761,-2.0266242,1,,8,1.9125,2,0,2.01,18
3,4,12,.0099551044,2.1600001,0,1.47,.46066761,-3.8345914,2,1.52,8,1.8925,2,0,2.04,18
3,4,13,.016006246,1.95,0,1.23,.46066761,-3.3596978,4,1.3333334,8,1.91875,2,0,1.95,18
3,4,15,.046457153,2.01,0,1.23,.46066761,-2.2941463,2,1.3099999,8,1.91125,2,0,2,18
4,4,2,.012396149,1.6,1,2.04,.44322824,-3.576699,4,2.0933332,11,1.8672727,5,5,1.59,19
4,4,4,.0054068309,1.71,1,1.88,.44322824,-4.4064217,3,2.0999999,11,1.8572727,5,5,1.62,19
4,4,5,.038770936,1.95,0,1.2,.44322824,-2.436414,5,1.3225,11,1.8354546,5,0,1.95,19
4,4,7,.092971116,1.61,1,1.95,.44322824,-1.5617959,4,1.8599999,11,1.8663636,5,5,1.6,19
4,4,8,.047078993,2.04,0,1.08,.44322824,-2.2422581,3,1.165,11,1.8272728,5,0,2.04,19
4,4,10,.06712383,2.04,0,1.3200001,.44322824,-1.8875457,2,1.34,11,1.8272728,5,0,2.04,19
4,4,11,.048661482,1.59,1,1.99,.44322824,-2.209197,2,1.8999999,11,1.8681818,5,5,1.6,19
4,4,13,.023605432,1.95,0,1.4,.44322824,-2.9326079,4,1.2766666,11,1.8354546,5,0,1.95,19
4,4,14,.12475274,1.62,1,2.0899999,.44322824,-1.2677512,2,2.01,11,1.8654546,5,5,1.61,19
4,4,16,.042595278,1.97,0,1.27,.44322824,-2.3423414,3,1.235,11,1.8336364,5,0,1.98,19
4,4,18,.032045364,1.98,0,1.4299999,.44322824,-2.6269324,2,1.34,11,1.8327273,5,0,1.97,19
4,4,20,.021363577,2.0799999,0,1.37,.44322824,-3.0323975,4,1.4233333,11,1.8236364,5,0,2.04,19
5,4,1,.015216068,1.61,1,2,.51199031,-3.5159538,2,1.98,8,1.9325,2,2,1.6,20
5,4,2,.029580036,1.6,1,2.1600001,.51199031,-2.8512061,4,2.0533333,8,1.9337499,2,2,1.61,20
5,4,5,.06841144,1.95,0,1.36,.51199031,-2.0127656,5,1.2825,8,1.89,2,0,1.95,20
5,4,10,.071941569,2.04,0,1.34,.51199031,-1.9624515,2,1.3200001,8,1.87875,2,0,2.0799999,20
5,4,13,.042239804,1.95,0,1.36,.51199031,-2.4949427,4,1.29,8,1.89,2,0,1.95,20
5,4,16,.17455873,1.97,0,1.22,.51199031,-1.0760444,3,1.26,8,1.8874999,2,0,1.98,20
5,4,18,.062325016,1.98,0,1.34,.51199031,-2.1059427,2,1.4299999,8,1.88625,2,0,1.97,20
5,4,19,.019233109,1.89,0,1.51,.51199031,-3.2816725,1,,8,1.8975,2,0,1.95,20
5,4,20,.0045039561,2.0799999,0,1.48,.51199031,-4.7333493,4,1.3866667,8,1.87375,2,0,2.04,20
1,5,1,.071428575,1.61,1,1.88,.3513028,-1.5929506,3,1.7600001,10,1.8280001,5,5,1.61,21
1,5,2,.017070979,1.6,1,1.97,.3513028,-3.0242686,2,2.05,10,1.8290001,5,5,1.59,21
1,5,5,.099056602,1.95,0,1.39,.3513028,-1.2659571,4,1.3533332,10,1.794,5,0,1.97,21
1,5,7,.041778974,1.61,1,1.73,.3513028,-2.1292553,4,1.7933332,10,1.8280001,5,5,1.61,21
1,5,9,.018418688,2,0,1.84,.3513028,-2.9482827,2,1.7700001,10,1.789,5,0,2.01,21
1,5,10,.05098832,2.04,0,1.03,.3513028,-1.9300519,2,1.04,10,1.7850001,5,0,2.01,21
1,5,11,.0076370169,1.59,1,2.02,.3513028,-3.8286414,3,2.0599999,10,1.83,5,5,1.6,21
1,5,14,.076145552,1.62,1,2.04,.3513028,-1.5290018,3,1.9450001,10,1.827,5,5,1.61,21
1,5,15,.076819405,2.01,0,1.28,.3513028,-1.5201913,3,1.265,10,1.7880001,5,0,2,21
1,5,16,.17407906,1.97,0,1.29,.3513028,-.70213896,4,1.2533334,10,1.7920001,5,0,1.95,21
1,5,19,.015274034,1.89,0,1.3200001,.3513028,-3.1354942,2,1.42,10,1.8000001,5,0,1.95,21
2,5,3,.18490812,1.98,0,1.08,.46657991,-.92557025,3,.99999994,7,1.8957143,2,0,1.97,22
2,5,4,.01512441,1.71,1,2.1400001,.46657991,-3.4291193,3,2.1750002,7,1.9342858,2,2,1.61,22
2,5,5,.12229631,1.95,0,1.42,.46657991,-1.3389825,4,1.3433332,7,1.9,2,0,1.95,22
2,5,6,.071718976,2,0,1.4299999,.46657991,-1.872674,3,1.49,7,1.8928572,2,0,1.98,22
2,5,7,.052366238,1.61,1,1.8099999,.46657991,-2.1871672,4,1.7666665,7,1.9485714,2,2,1.71,22
2,5,13,.016262807,1.95,0,1.3200001,.46657991,-3.3565485,3,1.38,7,1.9,2,0,1.95,22
2,5,16,.01935274,1.97,0,1.24,.46657991,-3.1825953,4,1.2700001,7,1.8971429,2,0,1.98,22
2,5,20,.051390469,2.0799999,0,1.36,.46657991,-2.2059765,2,1.4800001,7,1.8814286,2,0,2,22
3,5,1,.045676362,1.61,1,1.7,.33261758,-1.9854125,3,1.8500001,11,1.8427273,5,5,1.6,23
3,5,2,.025180558,1.6,1,2.05,.33261758,-2.5809212,2,1.97,11,1.8436364,5,5,1.59,23
3,5,3,.057778645,1.98,0,1.02,.33261758,-1.7503742,3,1.03,11,1.809091,5,0,1.97,23
3,5,5,.034354869,1.95,0,1.26,.33261758,-2.2702496,4,1.3966666,11,1.8118182,5,0,1.97,23
3,5,6,.010735897,2,0,1.48,.33261758,-3.4334004,3,1.465,11,1.8072728,5,0,1.98,23
3,5,8,.076908059,2.04,0,1.0599999,.33261758,-1.4643828,2,1.1700001,11,1.8036364,5,0,2,23
3,5,11,.044114776,1.59,1,2.03,.33261758,-2.0201986,3,2.0549998,11,1.8445455,5,5,1.6,23
3,5,14,.022447785,1.62,1,1.9400001,.33261758,-2.6958015,3,1.995,11,1.8418182,5,5,1.61,23
3,5,16,.034354869,1.97,0,1.22,.33261758,-2.2702496,4,1.2766668,11,1.8100001,5,0,1.98,23
3,5,17,.050165918,1.55,1,1.85,.33261758,-1.8916576,3,1.845,11,1.8481818,5,5,1.59,23
3,5,19,.0060511418,1.89,0,1.42,.33261758,-4.0067463,2,1.3200001,11,1.8172728,5,0,1.95,23
3,5,20,.25961351,2.0799999,0,1.48,.33261758,-.24779938,2,1.3600001,11,1.8000001,5,0,2.04,23
4,5,1,.017539231,1.61,1,1.8200001,.47711986,-3.3033276,3,1.7900001,12,1.88,5,5,1.61,24
4,5,3,.060398258,1.98,0,.98000002,.47711986,-2.0668075,3,1.05,12,1.8491666,5,0,1.98,24
4,5,4,.003164974,1.71,1,2.21,.47711986,-5.0156231,3,2.1400001,12,1.8716667,5,5,1.62,24
4,5,5,.10853224,1.95,0,1.38,.47711986,-1.4807204,4,1.3566666,12,1.8516667,5,0,1.95,24
4,5,6,.013055519,2,0,1.5,.47711986,-3.5985568,3,1.455,12,1.8475,5,0,2.01,24
4,5,7,.073981278,1.61,1,1.8,.47711986,-1.8639557,4,1.7699999,12,1.88,5,5,1.61,24
4,5,8,.080311224,2.04,0,1.17,.47711986,-1.7818583,2,1.0600001,12,1.8441666,5,0,2.01,24
4,5,12,.0035605959,2.1600001,0,1.63,.47711986,-4.89784,2,1.5200001,12,1.8341666,5,0,2.04,24
4,5,13,.032836609,1.95,0,1.36,.47711986,-2.6762238,3,1.36,12,1.8516667,5,0,1.95,24
4,5,14,.0072530662,1.62,1,1.95,.47711986,-4.1863437,3,1.99,12,1.8791666,5,5,1.61,24
4,5,15,.033364102,2.01,0,1.27,.47711986,-2.6602871,3,1.27,12,1.8466667,5,0,2,24
4,5,17,.053804561,1.55,1,1.85,.47711986,-2.1824095,3,1.845,12,1.885,5,5,1.61,24
4,5,18,.035078466,1.98,0,1.36,.47711986,-2.6101804,1,,12,1.8491666,5,0,1.98,24
5,5,4,.033231892,1.71,1,2.1400001,.41399878,-2.5223529,3,2.1750002,9,1.8755555,4,4,1.61,25
5,5,7,.12038953,1.61,1,1.77,.41399878,-1.2351304,4,1.7799999,9,1.8866667,4,4,1.59,25
5,5,9,.003651856,2,0,1.77,.41399878,-4.7306275,2,1.8400002,9,1.8433332,4,0,2.01,25
5,5,10,.015459525,2.04,0,1.04,.41399878,-3.2876377,2,1.03,9,1.8388889,4,0,2.01,25
5,5,11,.021667682,1.59,1,2.0899999,.41399878,-2.9500413,3,2.0250001,9,1.8888888,4,4,1.61,25
5,5,12,.044552647,2.1600001,0,1.52,.41399878,-2.2291915,2,1.6300001,9,1.8255556,4,0,2.04,25
5,5,13,.12185027,1.95,0,1.4,.41399878,-1.22307,3,1.34,9,1.8488889,4,0,1.97,25
5,5,15,.036031649,2.01,0,1.26,.41399878,-2.4414654,3,1.275,9,1.8422222,4,0,2,25
5,5,16,.103591,1.97,0,1.3,.41399878,-1.3854126,4,1.2500001,9,1.8466666,4,0,1.95,25
5,5,17,.085575163,1.55,1,1.84,.41399878,-1.576468,3,1.85,9,1.8933333,4,4,1.59,25
1,6,1,.025831087,1.61,1,1.8200001,.69923627,-3.2984099,3,1.89,5,1.906,3,3,1.62,26
1,6,4,.034815814,1.71,1,2.27,.69923627,-2.999917,2,2.27,5,1.886,3,3,1.62,26
1,6,6,.014150943,2,0,1.46,.69923627,-3.9002075,3,1.54,5,1.8280001,3,0,2.04,26
1,6,10,.10220126,2.04,0,1.3200001,.69923627,-1.9230447,3,1.3200001,5,1.8200001,3,0,2,26
